State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Kempugotu,Medium,24/07/2014,21199,32099,27329,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Kempugotu,Medium,07/08/2014,15399,26001,22169,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Kempugotu,Medium,18/08/2014,18889,19029,18889,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Kempugotu,Medium,26/08/2014,16019,16019,16019,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,FAQ,06/01/2014,19669,23850,20419,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,07/01/2014,19009,21550,20119,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,17/01/2014,19189,20119,19899,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,21/01/2014,19859,24150,20259,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,11/02/2014,19899,20489,20289,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,05/03/2014,18109,25000,21229,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,24/03/2014,20199,25199,23029,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,15/04/2014,20699,27609,27329,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,21/04/2014,20009,27819,27599,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,22/04/2014,25069,27819,27469,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,25/04/2014,27009,28549,27009,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,28/04/2014,18009,30719,29919,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,29/04/2014,30259,30759,30549,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,05/05/2014,23009,32309,31699,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,06/05/2014,21509,31869,31699,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,13/05/2014,30570,35729,35249,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,15/05/2014,25609,37009,36829,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,21/05/2014,29809,38150,36509,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,27/05/2014,32069,35569,35399,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,13/06/2014,42509,43929,43699,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,18/06/2014,35570,44199,43899,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,23/06/2014,25000,46060,45019,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,24/06/2014,44009,45309,45269,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,01/07/2014,50199,51499,50199,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,03/07/2014,32199,59200,57009,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,07/07/2014,44199,80889,80389,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,13/08/2014,28899,52000,49000,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,14/08/2014,25110,50009,48509,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,20/08/2014,42509,43499,43269,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,25/08/2014,20899,43699,40899,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,04/09/2014,34199,48099,46110,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,10/09/2014,36009,43169,36009,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,16/09/2014,27089,27089,27089,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,18/09/2014,24079,33019,30509,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Rashi,Medium,04/12/2014,25169,32950,28310,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,07/02/2014,6739,6739,6739,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,03/03/2014,2400,7444,7011,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,05/05/2014,3899,10559,10100,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,17/06/2014,11981,11981,11981,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,26/06/2014,12281,13509,12919,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,03/07/2014,9489,18099,15881,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,16/07/2014,6689,15329,14519,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,04/08/2014,9099,15289,12601,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,06/08/2014,12205,12495,12205,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,01/09/2014,6789,11289,9829,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,04/09/2014,2222,11600,2222,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,15/09/2014,4167,8549,8127,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,17/09/2014,8844,8844,8844,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,14/10/2014,10692,10799,10692,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,16/10/2014,8669,10289,10069,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,31/10/2014,5150,6006,5150,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,18/12/2014,7607,10205,10105,140
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Sippegotu,Medium,22/12/2014,6000,10464,9575,140
Karnataka,Shimoga,Shikaripura,Arecanut(Betelnut/Supari),Rashi,Medium,14/02/2014,19500,19800,19600,140
Karnataka,Shimoga,Shikaripura,Arecanut(Betelnut/Supari),Rashi,Medium,19/03/2014,18800,19984,19500,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,FAQ,06/01/2014,20039,24298,23849,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,29/01/2014,20099,23689,22869,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,31/01/2014,20009,23278,22829,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,11/02/2014,20009,23139,22869,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,20/02/2014,20009,23069,22829,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,25/03/2014,22500,24659,24382,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,04/04/2014,23269,26059,25389,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,09/04/2014,24069,28629,28309,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,11/04/2014,24569,29669,28659,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,25/04/2014,25009,29370,29189,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,30/04/2014,27099,31788,30989,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,19/05/2014,35099,37669,36876,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,22/05/2014,31099,36619,36439,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,26/05/2014,33009,36369,36129,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,29/05/2014,34069,37270,37159,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,03/06/2014,36599,39969,39899,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,04/06/2014,39390,40399,40129,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,13/06/2014,43669,45369,44769,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,16/06/2014,40109,45489,45109,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,19/06/2014,42010,45500,45209,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,25/06/2014,43059,46669,46589,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,04/07/2014,61569,65233,65069,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,15/07/2014,53000,67000,62519,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,16/07/2014,60109,70200,68369,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,21/07/2014,60069,72272,71129,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,22/07/2014,55029,70200,68069,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,25/07/2014,52099,67126,64842,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,04/08/2014,52290,63569,62512,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,18/08/2014,35009,52009,46490,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,28/08/2014,38090,51500,44009,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,09/09/2014,41400,55539,50069,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,10/09/2014,37119,52555,49289,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Medium,23/09/2014,34509,42500,38972,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,FAQ,03/01/2014,9009,14229,13699,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,06/01/2014,9009,14100,13909,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,FAQ,06/01/2014,9009,14100,13909,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,16/01/2014,9002,14179,13905,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,17/01/2014,9009,13999,13879,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,20/01/2014,8869,13999,13689,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,24/01/2014,9019,14099,13869,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,12/02/2014,9910,14289,13899,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,17/02/2014,10009,14299,13980,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,06/03/2014,11000,14599,14390,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,10/03/2014,10100,14839,14479,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,13/03/2014,10009,14989,14700,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,24/04/2014,12000,19059,18770,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,25/04/2014,10300,19110,18869,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,30/04/2014,10200,20479,19899,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,08/05/2014,15009,21331,20909,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,13/05/2014,15000,23490,22159,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,23/05/2014,14015,22199,21789,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,04/06/2014,17011,24399,23589,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,05/06/2014,19409,25199,24199,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,06/06/2014,18009,25660,24782,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,11/06/2014,16189,28589,27099,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,20/06/2014,16009,28129,26869,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,26/06/2014,15099,29699,28269,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,01/07/2014,20169,36169,33369,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,09/07/2014,40000,51609,40669,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,10/07/2014,24150,51299,42590,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,16/07/2014,24000,40009,33090,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,18/07/2014,18009,41099,33500,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,21/07/2014,20000,38569,33462,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,23/07/2014,18099,33339,31099,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,24/07/2014,17800,32342,30422,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,28/07/2014,15735,27220,15735,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,13/08/2014,12519,31699,23242,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,26/08/2014,10069,21642,20479,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,02/09/2014,10009,24069,20229,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,11/09/2014,9099,24509,21542,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,15/09/2014,10019,23432,16619,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Gorabalu,Medium,19/09/2014,10009,25300,16099,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),"New Variety",Medium,11/09/2014,24119,31069,30569,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),"New Variety",Medium,16/09/2014,22119,42229,31699,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),"New Variety",Medium,18/09/2014,25009,41300,32099,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),"New Variety",Medium,29/09/2014,32009,38569,37159,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,07/01/2014,18569,20389,20169,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,09/01/2014,18609,20311,19769,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,21/01/2014,18690,20429,20129,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,30/01/2014,19500,20489,20289,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,03/02/2014,18669,20509,20069,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,18/02/2014,19269,20639,20379,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,21/02/2014,19200,20599,20389,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,25/02/2014,19690,20729,20579,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,17/03/2014,20209,22109,21889,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,19/03/2014,20686,22609,22259,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,03/04/2014,22789,25600,24700,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,04/04/2014,20539,26059,25269,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,23/04/2014,25009,28799,28559,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,29/04/2014,28869,31319,30989,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,05/05/2014,29000,32389,32110,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,15/05/2014,34099,37029,36719,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,20/05/2014,35010,37389,37169,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,26/05/2014,32069,36389,36089,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,27/05/2014,33200,36699,36469,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,28/05/2014,34509,36759,36499,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,11/06/2014,41519,45689,44989,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,13/06/2014,43009,45366,44869,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,17/06/2014,40120,45240,44820,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,27/06/2014,43509,48409,47689,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,30/06/2014,50089,51899,51489,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,04/07/2014,58089,65129,65089,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,07/07/2014,73869,81859,81089,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,22/07/2014,50066,70209,68089,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,06/08/2014,50099,62899,60590,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,14/08/2014,30010,64669,50619,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,18/08/2014,35000,50129,46000,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,20/08/2014,31116,61109,42569,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,28/08/2014,36099,51529,45300,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,01/09/2014,38069,49009,47569,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,17/09/2014,25019,43000,33589,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,23/09/2014,30032,42000,38872,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,25/09/2014,28169,42722,39690,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,30/09/2014,24109,40009,36629,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,10/10/2014,32010,37269,36029,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,29/10/2014,30421,35119,33309,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,03/12/2014,21166,30000,28619,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,15/12/2014,25065,30966,28269,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Rashi,Medium,24/12/2014,20518,29189,27619,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Saraku,Medium,06/01/2014,25009,32896,30869,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Saraku,Medium,08/01/2014,24609,33596,30890,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Saraku,Medium,10/01/2014,25069,32640,30669,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Saraku,Medium,13/01/2014,24160,32896,30689,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Saraku,Medium,17/01/2014,24160,32511,30689,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Saraku,Medium,11/02/2014,25109,32669,30689,140
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Saraku,Medium,13/02/2014,25310,32889,30700,140
